S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
10784,Haryana,Hisar,Siwani Bolan,75.6833,29.4083,2023,7.79,1102,0,195,178,3.1,113,1,0,380,48,63,71,11,0.03,0.5,11.03
10785,Haryana,Hisar,Agroha,75.6275,29.3332,2023,7.73,1383,0,171,291,1.1,174,25,0,500,61,85,124,4,0.06,0.42,12.01
10786,Haryana,Hisar,Kanoh,75.7635,29.3854,2023,7.37,2595,0,537,462,0.64,134,0,0,850,92,151,158,14,5.93,0.11,0.75
10787,Haryana,Hisar,Banbhauri,76.0519,29.4105,2023,7.37,4564,0,256,1441,0.7,164,24,0,1720,344,209,341,6,0.03,0.05,3.84
10788,Haryana,Hisar,Barwala,75.9089,29.3564,2023,7.97,1466,0,403,170,9.8,42,17,0,290,36,49,171,13,0.01,2.1,23.43
10789,Haryana,Hisar,Behbalpur,75.7894,29.2833,2023,7.44,7126,0,403,1527,0.66,864,21,0,2700,328,457,324,13,0.35,0.08,29.47
10790,Haryana,Hisar,Gianpura,76.0227,29.3441,2023,7.58,6612,0,451,1590,1.5,389,25,0,2280,184,443,344,35,0.13,0.35,14.17
10791,Haryana,Hisar,Juglan,75.7911,29.2598,2023,7.95,1244,0,207,241,1.3,118,9,0,480,60,80,82,8,0.08,0.33,6.36
10792,Haryana,Hisar,Litani,75.9786,29.4787,2023,8.08,4627,0,756,916,2.8,178,25,0,550,65,94,743,15,0.27,0.27,20.72
10793,Haryana,Hisar,Thurana,76.1124,29.1467,2023,8.05,945,0,207,156,0.92,71,1,0,300,58,38,70,6,0.05,0.29,2.48
10794,Haryana,Hisar,Badchhapar,74.9929,29.1189,2023,7.76,2291,0,268,412,1.8,257,31,0,400,8,92,319,8,0.14,0.26,7.76
10795,Haryana,Hisar,Bass,74.8125,29.1136,2023,7.34,7366,0,403,1775,0.61,453,27,0,950,24,216,1104,10,0.31,0.95,53.64
10796,Haryana,Hisar,Singhwa Khas,76.2268,29.0189,2023,8.04,3086,0,708,305,4,395,25,0,490,20,107,441,7,0.04,0.36,1.93
10797,Haryana,Hisar,Chanaut,75.9208,29.2083,2023,7.41,4664,0,424,966,0.59,54,781,0,1770,236,287,224,62,0.03,0.22,9.06
10798,Haryana,Hisar,Khanda Kheri,76.2116,29.194,2023,8.02,3326,0,403,589,0.84,279,19,0,650,48,129,361,16,0.03,0.15,9.34
10799,Haryana,Hisar,Rajali Cross,75.9103,29.2904,2023,7.9,1061,0,378,142,0.95,0,30,0,400,52,66,68,3,0.44,0.29,4.77
10800,Haryana,Hisar,Sorkhi,76.1241,29.0503,2023,7.93,2822,0,586,454,3.2,89,39,0,540,52,100,346,4,0.03,0.41,12.92
10801,Haryana,Hisar,Umra,75.9131,29.0554,2023,7.83,1279,0,342,234,0.71,0,4,0,400,44,70,78,54,0.04,0.67,3.48
10802,Haryana,Hisar,Bir Hansi (Bir Farm),75.9778,29.1433,2023,7.74,2829,0,305,639,3.6,128,9,0,800,24,180,241,6,0.1,1.81,34.42
10803,Haryana,Hisar,Datta,75.494,29.2675,2023,7.86,423,0,144,64,0.56,0,1,0,200,40,24,7,2,0.08,0.63,8.06
10804,Haryana,Hisar,Hazampur,75.9739,29.0028,2023,8.43,1464,48,586,107,3.3,78,17,0,270,20,54,231,12,0.08,0.72,8.07
10805,Haryana,Hisar,Kirtan,75.5569,29.1395,2023,7.42,4707,0,549,1207,0.87,257,27,0,1520,60,333,431,3,0.01,0.21,12.24
10806,Haryana,Hisar,Rampur Damundi,75.7876,29.4268,2023,7.88,1628,0,293,199,2.1,302,10,0,610,52,117,112,7,0.01,0.22,15.44
10807,Haryana,Hisar,Balawas,75.8222,28.9583,2023,7.59,1744,0,610,291,1.2,63,9,0,670,40,139,119,66,0.01,0.44,8.47
10808,Haryana,Hisar,Daya / Badon Rangraon,75.7415,29.0081,2023,7.93,412,0,148,71,0.66,0,3,0,180,60,7,21,3,0.03,0.2,2.5
10809,Haryana,Hisar,Dobeta,75.7776,28.95,2023,7.69,3778,0,366,923,0.97,163,32,0,670,16,153,522,2,0.03,0.89,22.81
10810,Haryana,Hisar,Kharkari,75.8713,29.2032,2023,7.72,3937,0,427,795,1.5,434,25,0,1120,120,199,368,7,0.54,0.22,2.4
10811,Haryana,Hisar,Kuleri,75.6602,29.3605,2023,7.59,2969,0,464,604,0.75,137,25,0,1140,88,224,122,11,0.1,0.28,6.63
10812,Haryana,Hisar,Raipur,75.8235,29.1423,2023,8.04,941,0,305,99,1.2,124,0,0,440,88,54,46,2,0.07,1.32,110.91
10813,Haryana,Hisar,Saharwa,75.7379,28.9229,2023,7.58,1247,0,476,163,1.4,26,9,0,240,8,54,132,114,0.03,2.67,1.58
10814,Haryana,Hisar,Basra,75.525,29.2167,2023,7.63,445,0,164,71,1,0,3,0,200,39,25,16,9,0.62,1.45,5.08
10815,Haryana,Hisar,Bherian,75.6602,29.048,2023,7.88,605,0,244,50,1.2,0,3,0,230,12,49,14,19,0.23,0.17,2.81
10816,Haryana,Hisar,Bir Hisar (Bir Babran),75.7478,29.2544,2023,8.24,416,0,154,57,0.68,0,1,0,200,22,35,6,3,0.08,0.19,12.45
10817,Haryana,Hisar,Neoli Kalan,75.6257,29.182,2023,7.93,409,0,184,50,1,0,2,0,200,40,24,11,7,0.03,0.66,2.68
10818,Haryana,Hisar,Dhansu,75.7956,29.2156,2023,7.1,4210,0,427,724,0.47,594,25,0,1500,192,248,235,3,0.05,0.12,2.73
10819,Haryana,Hisar,Hisar,75.7167,29.1542,2023,7.73,9364,0,403,2286,0.53,522,43,0,1910,172,360,992,43,0.08,0.07,24.7
10820,Haryana,Hisar,Kharar-Alipur,75.717,29.1542,2023,7.93,7081,0,464,1775,1.8,247,15,0,1040,72,209,994,19,0.07,0.17,31.38
10821,Haryana,Hisar,Mangali,75.7392,29.0369,2023,7.79,1602,0,317,320,1.7,29,65,0,210,40,27,279,3,0.01,1.41,10.87
10822,Haryana,Hisar,Mirka,75.7593,29.0781,2023,7.96,390,0,183,47,0.86,0,2,0,180,34,23,17,7,0.04,0.18,2.37
10823,Haryana,Hisar,Balasmand,75.4916,29.0719,2023,7.45,1648,0,488,284,0.68,0,4,0,580,16,131,113,8,0.03,0.29,3.34
10824,Haryana,Hisar,Chaudhary Was,75.6058,29.0117,2023,7.93,1131,0,372,227,1.3,21,1,0,440,51,76,88,24,0.04,0.74,18.43
10825,Haryana,Hisar,Kheri Jalab,76.0842,29.3309,2023,7.76,600,0,213,57,1.1,59,3,0,180,32,24,57,22,0.02,1.37,10.03
10826,Haryana,Hisar,Khotkalan,76.175,29.3875,2023,7.39,293,0,94,47,0.58,0,1,0,120,12,22,7,3,0.02,0.31,2.64
10827,Haryana,Hisar,Moth Majra,76.0975,29.2055,2023,8.05,1712,0,439,227,1.2,132,19,0,460,48,83,153,16,0.22,0.3,20.3
10828,Haryana,Hisar,Narnaund,76.1275,29.2147,2023,7.92,2898,0,403,483,1.1,310,6,0,600,60,109,354,17,0.01,0.11,17.32
10829,Haryana,Hisar,Rajthal,76.1911,29.256,2023,8.01,2035,0,664,241,0.94,74,1,0,590,52,112,162,16,0.35,0.04,20.99
10830,Haryana,Hisar,Kapro,76.084,29.3309,2023,7.66,11150,0,476,3152,2.9,245,25,0,2140,148,430,1338,6,0.34,0.01,21.67
10831,Haryana,Hisar,Kheri Roj,75.4228,29.2566,2023,7.93,377,0,183,35,0.77,0,6,0,150,52,49,20,5,0.04,0.53,22.57
10832,Haryana,Hisar,Kinnar,76.1315,29.3339,2023,7.8,2930,0,464,391,0.9,421,8,0,670,92,107,334,18,0.06,0.55,44.51
10833,Haryana,Hisar,Lohari  Ragho,76.0553,29.2553,2023,7.71,5530,0,293,1441,0.85,210,25,0,1720,140,333,361,28,0.02,0.37,2.02
10834,Haryana,Hisar,Sohu,75.8303,29.4911,2023,7.57,2995,0,437,774,1.9,123,15,0,1180,88,233,135,116,0,0.25,30.89
10835,Haryana,Hisar,Uklana Mandi,75.8831,29.5063,2023,7.68,3306,0,244,675,1.5,273,25,0,750,80,134,324,17,0.03,0.14,10.9
10836,Haryana,Jhajjar,Asoda Todran,76.8542,28.7597,2023,8.18,4333,0,488,950,0.26,378,16,0,1371,180,224,373,8,0.12,0.34,44.53
10837,Haryana,Jhajjar,Chhara,76.7167,28.7,2023,8,823,0,220,85,1.8,77,7,0,210,32,32,67,39,0.08,0.74,19.08
10838,Haryana,Jhajjar,Deasalpur,76.867,28.6453,2023,8.67,349,12,61,64,0.5,0,1,0,120,20,17,19,5,0.04,2.2,0.87
10839,Haryana,Jhajjar,Dulhera,76.7833,28.65,2023,7.66,5413,0,574,1489,1.2,70,40,0,1541,112,306,342,356,0.04,0.27,9.91
10840,Haryana,Jhajjar,Gabhana,76.8417,28.5708,2023,7.84,6763,0,500,1461,1.6,615,180,0,2562,148,533,347,56,0.06,0.17,66.67
10841,Haryana,Jhajjar,Kheri Jat,76.7864,28.5929,2023,8.65,373,12,61,64,0.54,0,1,0,110,12,20,24,4,0.03,2.58,0.84
10842,Haryana,Jhajjar,Kulashi,76.91,28.7739,2023,8.63,949,36,281,92,1.7,31,17,0,310,36,54,65,26,0.06,0.64,16.89
10844,Haryana,Jhajjar,Munda Khera,76.8408,28.5179,2023,8.47,278,12,37,50,0.47,0,1,0,60,8,10,28,3,0.03,2,0.77
10845,Haryana,Jhajjar,Sankol,76.8417,28.675,2023,8.71,862,84,159,113,1.1,0,1,0,240,44,32,87,11,0.03,0.75,1.27
10846,Haryana,Jhajjar,Bigoa,76.4306,28.6722,2023,8.08,1626,0,403,184,1.8,166,24,0,520,140,41,129,6,0.04,0.38,12.65
10847,Haryana,Jhajjar,Chamanpura,76.6333,28.6958,2023,8.1,1309,0,464,28,2.4,24,11,0,330,60,44,62,9,0.05,0.99,18.11
10848,Haryana,Jhajjar,Dhandlah,76.621,28.7555,2023,8.55,1118,12,85,220,0.5,127,1,0,390,20,83,72,5,0.05,2.72,2.63
10849,Haryana,Jhajjar,Dubaldhna,76.485,28.6873,2023,8.45,2281,24,85,581,0.48,164,6,0,530,68,88,265,27,0.1,1.95,2.63
10850,Haryana,Jhajjar,Majra Dubhaldhan,76.4944,28.7,2023,8.81,193,24,49,14,0.7,0,0,0,90,16,12,5,4,0.04,2.47,1.5
10851,Haryana,Jhajjar,Wazirpur,76.57,28.6825,2023,7.66,2160,0,683,255,2.2,103,122,0,741,40,156,144,92,0.11,0.19,25.39
10852,Haryana,Jhajjar,Bhadani,76.5546,28.6461,2023,8.45,654,24,134,106,1.1,0,3,0,270,24,51,19,4,0.07,0.23,12.92
10853,Haryana,Jhajjar,Birdhana,76.7796,28.5171,2023,8.45,481,24,122,78,0.45,0,0,0,130,16,22,57,5,0.06,0.67,6.35
10854,Haryana,Jhajjar,Jhajjar,76.6603,28.5986,2023,7.79,2754,0,476,624,2.3,106,13,0,781,92,134,290,12,0.27,0.65,34.24
10855,Haryana,Jhajjar,Machhrauli,76.6476,28.4728,2023,8.62,1935,24,281,362,1,201,1,0,771,80,139,114,10,0.05,0.26,5.85
10856,Haryana,Jhajjar,Palra,76.5361,28.6475,2023,8.57,335,24,49,71,0.48,0,1,0,150,16,27,15,4,0.03,1.82,1.25
10857,Haryana,Jhajjar,Patodha,76.672,28.3999,2023,8.24,359,0,159,35,1.4,0,3,0,160,20,27,15,0,0.14,0.52,2.66
10858,Haryana,Jhajjar,Silana,76.6784,28.548,2023,8.74,267,12,37,57,0.34,0,0,0,50,4,10,36,5,0.05,2.02,1.27
10859,Haryana,Jhajjar,Ukhal Chana,76.6998,28.5781,2023,8.24,3990,0,513,787,1.3,437,21,0,550,56,100,674,50,0.06,0.23,15.65
10860,Haryana,Jhajjar,Bahu,76.3341,28.4526,2023,7.86,2735,0,586,468,1.4,172,50,0,470,32,95,422,6,0.05,0.28,11.13
10861,Haryana,Jhajjar,Chuchakwas,76.5083,28.6,2023,8.43,438,24,122,21,1.7,32,10,0,150,24,22,28,9,0.04,1.36,7.73
10862,Haryana,Jhajjar,Mudsa,76.4792,28.5458,2023,8.03,2326,0,427,468,5.3,125,23,0,250,36,39,432,19,0.14,2.63,29.61
10863,Haryana,Jhajjar,Karoda,76.5827,28.5767,2023,7.94,1889,0,268,418,0.69,180,4,0,470,56,80,240,30,0.19,0.86,11.97
10864,Haryana,Jhajjar,Surehti,76.6348,28.5075,2023,8.41,314,12,37,64,0.38,0,0,0,110,12,20,15,3,0.08,1.78,1.41
10865,Haryana,Jhajjar,Surkakhpur Viran,76.5635,28.5119,2023,8.53,1157,36,220,184,3.4,87,1,0,210,20,39,182,3,0.04,1.36,3.75
10866,Haryana,Jhajjar,Salawas,76.4725,28.4572,2023,8.19,625,0,330,35,6.2,0,4,0,140,20,22,70,45,0.03,1.15,8.07
10867,Haryana,Jhajjar,Subhan,76.5683,28.4661,2023,8.03,2344,0,307,518,1.2,115,1,0,500,40,97,240,86,0.06,1.37,2.51
10868,Haryana,Jhajjar,Machhrauli,76.9124,30.0923,2023,7.8,800,0,366,92,0.48,32,7,0,310,60,39,72,7,0.05,0.26,5.85
10869,Haryana,Jhajjar,Palra,77.1532,28.9959,2023,8.04,1027,0,476,28,0.94,63,1,0,360,64,49,67,10,0.03,1.82,1.25
10870,Haryana,Jhajjar,Jharli,76.3806,28.4973,2023,7.63,23412,0,281,5913,0.26,1729,210,0,8847,1114,1474,850,40,0.12,0.07,11.66
10871,Haryana,Jind,Alewa,76.4521,29.4784,2023,8.69,881,36,159,121,2.6,53,9,0,240,32,39,90,8,0.04,0.5,30.01
10872,Haryana,Jind,Bighana,76.4836,29.4991,2023,8.56,606,36,256,35,2.3,0,0,0,180,24,29,71,2,0.01,4.78,11.79
10873,Haryana,Jind,Chhater,76.3173,29.5153,2023,8.39,6482,36,415,1496,4.6,473,22,0,1821,305,258,589,22,0.02,0.69,27.01
10874,Haryana,Jind,Dorana,76.4819,29.5186,2023,8.43,7842,84,171,1971,1.2,620,260,0,1431,132,268,1200,26,0.02,0.24,12.48
10875,Haryana,Jind,Katwal,76.4511,29.5043,2023,8.38,2639,84,598,241,2.8,170,80,0,370,28,73,400,13,0.03,0.49,37.52
10876,Haryana,Jind,Raichandwala,76.4174,29.3966,2023,8.53,3410,36,659,525,2.5,312,20,0,580,64,102,528,12,0.02,0.92,45.37
10877,Haryana,Jind,Thua,76.3508,29.5302,2023,8.05,395,0,134,21,0.92,35,3,0,120,24,15,26,8,0.04,1.05,8.21
10878,Haryana,Jind,Chhabri,76.4583,29.2667,2023,8.6,924,48,244,149,1.7,0,7,0,310,32,56,90,7,0.12,0.86,23.97
10879,Haryana,Jind,Haibtatpur,76.3476,29.3369,2023,8.66,2125,60,769,213,22,0,20,0,300,28,56,374,7,0,2.39,76.81
10880,Haryana,Jind,Jaipur,76.5838,29.3921,2023,8.24,3211,0,525,468,1.7,358,60,0,821,64,160,332,24,0.03,0.29,34.15
10881,Haryana,Jind,Jajwan,76.1965,29.3396,2023,8.28,628,0,134,92,0.51,66,14,0,240,28,41,36,11,0.05,0.58,7.64
10882,Haryana,Jind,Julani,76.2803,29.3882,2023,8.41,5417,48,537,1099,1,519,49,0,590,28,126,982,14,0.02,0.32,32.45
10883,Haryana,Jind,Kharal,76.0654,29.6976,2023,8.19,2144,0,647,170,1.7,245,28,0,370,48,61,310,16,0.03,0.54,14.27
10884,Haryana,Jind,Kishanpura,76.3214,29.2956,2023,8.25,2752,0,696,425,2.7,11,40,0,500,44,95,338,14,0.02,0.42,38.97
10885,Haryana,Jind,Lochab,76.43,29.3578,2023,8.74,1282,96,525,78,4.9,0,9,0,240,16,49,203,8,0.03,1.22,60.6
10886,Haryana,Jind,Nidani,76.4148,29.2555,2023,8.28,2943,0,305,666,0.78,212,4,0,631,116,83,385,5,0.04,0.48,4.78
10887,Haryana,Jind,Ramrai,76.2327,29.2818,2023,8.16,553,0,171,85,0.45,0,0,0,220,32,34,16,13,0.04,0.58,7.12
10888,Haryana,Jind,Shahpur,76.3525,29.4011,2023,8.39,984,48,268,57,1.3,48,40,0,270,48,36,91,11,0.04,0.51,37.76
10889,Haryana,Jind,Brahmanwas,76.4083,29.1333,2023,7.53,2620,0,256,659,0.87,139,19,0,1011,172,141,150,9,0.34,0.11,8.21
10890,Haryana,Jind,Dhigana,76.4364,29.2208,2023,8.65,271,24,49,14,0.62,22,1,0,40,4,7,38,5,0.01,4.04,0.28
10891,Haryana,Jind,Jhamola,76.34,29.1404,2023,7.72,3016,0,635,397,2.6,259,265,0,1081,136,180,128,210,0.07,0.32,35.1
10892,Haryana,Jind,Julana,76.2719,29.4769,2023,7.72,584,0,195,85,1.7,0,12,0,130,32,12,76,6,0.03,0.69,7.44
10893,Haryana,Jind,Kinana,76.4148,29.2416,2023,8.17,3562,0,647,588,0.86,343,15,0,651,32,139,516,15,0.03,0.84,23.42
10894,Haryana,Jind,Lajwana Kalan,76.4814,29.1587,2023,8.67,659,24,171,57,1.7,48,4,0,150,24,22,80,4,0.02,0.76,12.28
10895,Haryana,Jind,Zafergarh,76.4258,29.0877,2023,8.04,1184,0,220,248,1,48,2,0,320,28,61,127,8,0.03,1.2,9.28
10896,Haryana,Jind,Bhana Braahmanan,76.1722,29.6603,2023,8.45,2332,36,305,404,0.44,264,1,0,671,92,107,237,11,0.05,0.48,3.53
10897,Haryana,Jind,Chak Ujhana,76.1245,29.7145,2023,8.47,766,24,171,106,2.6,0,2,0,180,16,34,73,5,0.03,1.62,12.58
10898,Haryana,Jind,Dablain,76.0684,29.5856,2023,8.52,454,24,195,21,0.46,0,5,0,150,36,15,39,7,0.04,2.16,2.66
10900,Haryana,Jind,Danoda Khurd,75.9809,29.5277,2023,8.28,340,0,134,35,0.57,0,1,0,100,8,19,25,10,0.04,0.37,5.71
10901,Haryana,Jind,Datasinghwala,76.1287,29.7751,2023,8.58,674,24,244,28,2.2,22,20,0,120,16,19,95,8,0.01,1.42,17.37
10902,Haryana,Jind,Dhanauri,76.1753,29.7716,2023,8.56,1444,48,391,149,3.2,64,65,0,200,12,41,187,124,0.03,0.53,22.87
10903,Haryana,Jind,Harnampura,76.0526,29.6435,2023,8.55,860,24,281,99,0.63,0,94,0,290,36,49,86,13,0.04,0.39,14.94
10904,Haryana,Jind,Kaloda Kalan,75.9793,29.5826,2023,8.41,297,24,61,28,0.51,0,1,0,70,8,12,27,5,0.04,1.89,1.96
10905,Haryana,Jind,Kalwan,75.9831,29.6898,2023,8.66,6796,24,525,1758,2.8,367,55,0,2262,232,409,530,14,0.01,0.33,40.98
10906,Haryana,Jind,Napewala,76.146,29.754,2023,8.52,780,24,220,92,3,12,6,0,190,28,29,84,11,0.03,0.95,18.43
10907,Haryana,Jind,Narwana,76.1249,29.6165,2023,7.93,1255,0,391,135,2.3,48,50,0,340,36,61,107,45,0.04,0.49,8.81
10908,Haryana,Jind,Rajgarh Dhobi,76.0623,29.746,2023,8.43,1413,60,403,220,0.78,0,26,0,540,60,95,106,17,0.03,0.46,25.15
10909,Haryana,Jind,Berikhera,76.5358,29.3868,2023,8.48,931,60,378,21,0.6,0,35,0,310,32,56,76,10,0.05,0.22,88.79
10910,Haryana,Jind,Gangana,76.6113,29.2404,2023,8.49,652,36,110,78,1,48,1,0,120,20,17,89,6,0.12,1.17,23.7
10911,Haryana,Jind,Hadwa,76.5606,29.3045,2023,7.75,3368,0,574,674,0.4,263,1,0,1061,164,158,286,33,0.12,0.23,8.12
10912,Haryana,Jind,Pilukhera,76.4875,29.3361,2023,8.07,989,0,525,78,4.3,0,8,0,350,32,66,97,6,0.04,0.19,32.99
10913,Haryana,Jind,Bagru Kalan,76.6046,29.2959,2023,7.55,9890,0,537,2680,1.1,495,280,0,3643,293,708,620,118,0.26,0.05,25.82
10914,Haryana,Jind,Bhuslana,76.7505,29.4524,2023,8.39,1628,60,549,99,2.4,115,10,0,370,60,54,210,13,0.01,0.46,46.19
10915,Haryana,Jind,Karsola,76.4142,29.1392,2023,7.69,3095,0,378,737,0.56,161,55,0,1171,244,136,203,10,0.12,0.26,3.13
10916,Haryana,Jind,Muana,76.5729,29.4331,2023,8.61,886,24,354,50,2.4,0,0,0,70,8,12,158,2,0.02,5.26,13.34
10917,Haryana,Jind,Paju Khurd,76.626,29.4372,2023,8.56,818,36,232,78,2,48,0,0,50,4,10,174,2,0.02,4.65,15.44
10918,Haryana,Jind,Rojhla,76.6025,29.3637,2023,8.15,3583,0,757,631,2.2,231,23,0,831,128,124,454,16,0.03,0.29,47.3
10919,Haryana,Jind,Saffidon,76.6546,29.3181,2023,8.2,487,0,268,21,1.5,0,7,0,183,31,26,29,17,0.03,0.82,14.62
10920,Haryana,Jind,Baroda,76.1889,29.4389,2023,8.49,1346,48,256,184,1.7,98,1,0,230,36,34,170,62,0.05,0.95,19.48
10921,Haryana,Jind,Budain,76.1253,29.418,2023,8.09,3338,0,732,553,1.6,207,115,0,1221,72,253,180,90,0.07,0.34,45.92
10922,Haryana,Jind,Ghaso Kalan,76.434,29.354,2023,8.03,2330,0,464,397,1.2,185,60,0,681,124,90,240,15,0.04,0.38,30.26
10923,Haryana,Jind,Ghaso Khurd(Repeted),76.1528,29.5236,2023,8.03,2330,0,464,397,1.2,185,60,0,681,124,90,240,15,0.04,0.38,30.26
10924,Haryana,Jind,Kalta,76.2681,29.4345,2023,8.64,1066,24,134,206,1.8,75,0,0,220,8,49,143,9,0.04,1.44,9.39
10925,Haryana,Jind,Khatkar,76.2429,29.4017,2023,8.25,7586,0,293,1978,1.1,451,230,0,1481,96,302,990,91,0.04,0.45,51.73
10926,Haryana,Jind,Makhand,76.1076,29.4268,2023,8.43,278,12,61,35,0.35,0,2,0,60,8,10,28,4,0.03,1.75,2.28
10927,Haryana,Jind,Saffa Khera,76.1725,29.5145,2023,8.38,302,24,49,57,0.65,0,1,0,150,40,12,6,4,0.02,1.61,2.17
10928,Haryana,Jind,Surbrah,76.071,29.4866,2023,8.58,2466,48,635,369,9.3,67,48,0,661,140,75,249,78,0.01,0.39,138.5
10929,Haryana,Jind,Uchana,76.1877,29.4775,2023,8.37,2893,156,830,184,2.3,115,50,0,400,52,66,424,55,0.04,0.73,101.6
10930,Haryana,Jind,Nimna Bad,76.6993,29.455,2023,8.35,1715,36,268,241,2,182,36,0,350,16,75,192,85,0.02,0.44,47.5
10931,Haryana,Kaithal,Kamalpur,76.3256,29.6009,2023,7.68,3116,0,476,653,0.68,280,24,0,1070,68,219,245,23,0.04,0.43,10.65
10932,Haryana,Kaithal,Jadola,76.58,29.87,2023,7.7,1088,0,586,71,0.25,55,11,0,300,20,61,157,7,0.03,2.62,30.29
10933,Haryana,Kaithal,Kaul,76.64,29.863,2023,8,895,0,476,71,0.27,52,15,0,230,40,32,150,6,0.2,1.4,41.78
10935,Haryana,Kaithal,Balhera,76.6614,29.8472,2023,8.95,1530,48,610,156,0.1,15,22,0,250,28,44,265,10,0.04,1.47,78.82
10937,Haryana,Kaithal,Bhunna,76.3191,29.9734,2023,8.15,1072,0,500,128,1.1,50,12,0,400,20,85,114,8,0.02,1.27,65.34
10938,Haryana,Kaithal,Cheeka,76.3216,30.0454,2023,8.3,699,0,354,85,0.01,5,6,0,250,20,49,78,4,0.01,1.88,26.49
10939,Haryana,Kaithal,Hemu Majra,76.2705,30.0459,2023,8.04,1026,0,378,92,0.02,82,1,0,170,12,34,165,4,0.01,2.65,35.8
10940,Haryana,Kaithal,Kakeor,76.4326,29.9583,2023,7.96,579,0,305,36,0.7,82,7,0,320,36,56,33,5,0.02,0.94,14.06
10941,Haryana,Kaithal,Majri,76.2342,29.9804,2023,7.86,877,0,317,142,0.12,15,4,0,250,44,34,102,8,0.8,3.29,39.59
10942,Haryana,Kaithal,Paprala,76.4271,30.1342,2023,8.62,1278,30,354,142,1.4,157,2,0,90,8,17,285,2,0.02,2.93,22.36
10943,Haryana,Kaithal,Theh Banhera,76.4157,30.261,2023,7.96,859,0,378,78,0.08,70,0,0,260,24,49,106,7,0.02,1.5,43.01
10944,Haryana,Kaithal,Deoban,76.4136,29.6908,2023,7.76,5781,0,488,1598,1.4,268,40,0,1330,52,292,672,145,0.13,0.23,1.77
10945,Haryana,Kaithal,Guhna,76.2606,29.7658,2023,8,4280,0,549,533,0.13,920,30,0,1200,28,275,438,27,0.04,0.06,43.3
10946,Haryana,Kaithal,Kaithal,76.4,29.73,2023,7.5,4594,0,537,831,0.13,763,25,0.7,830,116,131,729,12,0.05,0.41,35.57
10947,Haryana,Kaithal,Khanpur,76.3705,29.8521,2023,7.61,347,0,122,50,0.09,68,1,0,200,72,5,19,3,0.21,0.65,3.73
10948,Haryana,Kaithal,Kheorak,76.4775,29.8664,2023,7.9,726,0,305,114,0.13,30,4,0,240,20,46,93,5,0.02,1.52,25.29
10949,Haryana,Kaithal,Kurar,76.5441,29.6547,2023,8.1,1320,0,586,78,0.4,120,12,0,180,12,36,250,5,0.02,1.98,45.85
10950,Haryana,Kaithal,Manaspatti,76.3367,29.8173,2023,7.87,1629,0,610,142,0.12,120,21,0,300,20,61,248,8,0,0.9,38.44
10951,Haryana,Kaithal,Mundri,76.5046,29.7773,2023,8.07,1228,0,549,57,0.35,15,27,0,180,28,27,89,157,0.22,0.7,38.46
10952,Haryana,Kaithal,Padla,76.2874,29.8114,2023,8.73,1792,42,427,178,0.35,152,11,0,300,32,54,292,12,0.05,1.08,47.38
10953,Haryana,Kaithal,Parbhot,76.2951,29.8999,2023,7.97,575,0,366,50,0.72,0,4,0,300,32,54,33,6,0,0.01,0
10954,Haryana,Kaithal,Peoda,76.4166,29.7472,2023,7.89,2899,0,598,312,0.3,545,9,0,550,56,100,435,12,0.05,0.77,63.32
10955,Haryana,Kaithal,Pharal,76.5826,29.8382,2023,7.82,2598,0,561,334,0.87,188,234,0,650,60,122,235,125,0.18,0.46,21.41
10956,Haryana,Kaithal,Sisla Sismore,76.4821,29.7171,2023,8.1,3393,0,512,660,0.96,345,17,0,600,16,136,515,9,0.09,0.42,32.36
10957,Haryana,Kaithal,Balu,76.3694,29.6514,2023,7.55,359,0,146,50,0.05,82,2,0,250,48,32,13,5,0.12,0.9,11.3
10958,Haryana,Kaithal,Kalayat,76.25,29.67,2023,7.82,5404,0,122,1349,0.04,728,18,0,1830,236,302,425,23,1.82,0.09,17.09
10959,Haryana,Kaithal,Kelram,76.3623,29.7017,2023,7.15,3518,0,817,639,0.06,260,16,0,900,48,190,385,95,0.04,1.06,6.17
10960,Haryana,Kaithal,Matour,76.2658,29.618,2023,7.68,3945,0,647,568,0.15,630,30,0,1170,32,265,382,13,0.02,0.44,46.67
10961,Haryana,Kaithal,Simla,76.2149,29.6348,2023,7.92,3356,0,281,582,0.35,590,6,0,510,68,83,531,9,0.02,3.37,47.68
10963,Haryana,Kaithal,Bhana,76.5184,29.666,2023,7.93,2662,0,683,206,0.29,400,14,0,550,32,114,332,9,0.31,0.67,62.58
10964,Haryana,Kaithal,Jajanpur,76.6066,29.905,2023,7.75,1852,0,573,249,0.07,50,30,0,570,28,122,147,9,0.04,0.81,83.63
10965,Haryana,Kaithal,Jatheri,76.5539,29.7507,2023,7.64,1474,0,659,163,0.14,25,20,0,550,44,107,118,10,0.03,0.62,62.78
10966,Haryana,Kaithal,Pai,76.5256,29.7009,2023,7.93,1480,0,586,114,0.12,100,17,0,440,24,92,145,7,0.13,0.87,56.05
10967,Haryana,Kaithal,Pundri,76.5603,29.7769,2023,7.84,1120,0,598,114,0.15,40,4,0,70,22,4,285,8,0.04,0.96,53.4
