S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
10968,Haryana,Kaithal,Sirsal,76.671,29.685,2023,7.71,1431,0,403,213,0.11,328,20,0,910,84,170,32,9,0.03,0.86,62.84
10969,Haryana,Kaithal,Jakholi,76.4256,29.6582,2023,8.01,3141,0,342,355,0.18,818,1,0,400,24,83,565,7,0.01,0.72,26.04
10970,Haryana,Kaithal,Kithana,76.3931,29.5458,2023,8.07,1650,0,525,121,1.1,192,2,0,260,44,36,255,9,0.01,0.62,30.21
10971,Haryana,Kaithal,Kithana (Repeated),76.3877,29.5467,2023,8.07,1650,0,525,121,1.1,192,2,0,260,44,36,255,9,0.01,0.62,30.21
10972,Haryana,Kaithal,Rajaund,76.4849,29.5761,2023,7.96,2031,0,268,483,0.98,160,6,0,450,68,68,285,8,0.07,1.03,9.54
10973,Haryana,Kaithal,Rohera,76.4204,29.5665,2023,7.83,7190,0,390,2016,1.3,390,81,0,2370,152,484,572,25,0.1,0.23,21.11
10974,Haryana,Kaithal,Rasulpur Ghamri,76.4,29.81,2023,8.02,892,0,427,64,0.08,422,7,0,700,20,158,83,8,0.01,1.22,31.79
10975,Haryana,Kaithal,Siwan,76.36,29.8751,2023,7.86,1776,0,854,128,0.11,30,9,0,450,32,90,211,10,0.31,0.86,65.25
10976,Haryana,Karnal,Assandh Ruralpart,76.6298,29.5179,2023,7.83,2092,0,720,156,2.4,180,35,0,490,56,85,249,6,0.03,0.21,59.58
10977,Haryana,Karnal,Balla,76.7838,29.504,2023,7.87,1939,0,305,327,0.6,130,180,0,500,76,75,223,12,0.07,0.09,10.93
10978,Haryana,Karnal,Chochra,76.68,29.63,2023,7.78,1300,0,488,178,1.4,182,19,0,830,28,185,12,9,0.23,0.62,59.51
10979,Haryana,Karnal,Gangteri,76.48,29.48,2023,7.84,1708,0,622,199,1.5,42,23,0,390,44,68,211,10,0.01,0.78,36.13
10980,Haryana,Karnal,Jabhala,76.66,29.56,2023,7.88,625,0,281,57,0.65,105,1,0,330,36,58,42,4,0.23,0.85,45.79
10981,Haryana,Karnal,Jalwana,76.71,29.59,2023,7.86,1981,0,756,142,1.8,162,9,0,500,32,102,225,12,0.01,0.64,86.69
10982,Haryana,Karnal,Mund,76.5492,29.5203,2023,7.78,1501,0,561,142,1.2,95,15,0,440,68,66,152,7,0.09,0.75,59.69
10983,Haryana,Karnal,Padha,76.7633,29.5825,2023,8.48,2378,96,781,163,2.1,138,26,0,270,20,54,425,7,0.02,0.87,48.82
10984,Haryana,Karnal,Rahra,76.5757,29.6056,2023,8.52,746,30,366,50,2,10,1,0,90,8,17,160,1,0.02,10.56,10.51
10985,Haryana,Karnal,Rattak,76.6286,29.5885,2023,8,1286,0,500,142,1.4,78,13,0,490,48,90,95,10,0.02,0.48,34.91
10986,Haryana,Karnal,Salwan,76.72,29.51,2023,7.67,1541,0,476,185,0.86,136,26,0,600,104,83,95,11,0.02,0.94,28.33
10987,Haryana,Karnal,Kheri Naru,76.983,29.693,2023,7.72,1230,0,464,71,1,185,17,0,360,48,58,148,8,0.01,0.34,48.66
10988,Haryana,Karnal,Balhera,77.0875,29.475,2023,7.74,1108,0,439,71,0.62,160,0,0,570,100,78,27,6,0.03,0.57,24.28
10989,Haryana,Karnal,Bijna,76.9234,29.6049,2023,7.85,993,0,427,71,1.2,76,16,0,330,20,68,97,7,0.02,0.5,16.41
10990,Haryana,Karnal,Dinger Majra,76.9965,29.5246,2023,7.85,774,0,317,28,0.68,94,8,0,330,44,54,35,5,0.04,0.74,23.68
10991,Haryana,Karnal,Gagsina,76.8792,29.5543,2023,8.12,773,0,366,50,1,18,24,0,280,40,44,50,20,0.02,0.15,4.5
10992,Haryana,Karnal,Garhi Khajur,77.0506,29.5315,2023,7.92,938,0,403,121,0.95,50,1,0,420,60,66,59,9,0.06,0.52,21.03
10993,Haryana,Karnal,Kutail,77.0222,29.5861,2023,7.44,950,0,427,71,1.1,122,21,0,530,40,105,29,8,0.03,0.42,57.83
10994,Haryana,Karnal,Munak,76.8488,29.5215,2023,7.31,1061,0,427,92,1.8,105,15,0,350,52,54,108,21,0.33,1,41.94
10995,Haryana,Karnal,Phurlak,74.9333,29.55,2023,7.7,746,0,403,71,0.54,121,7,0,370,40,66,88,5,0.05,0.66,19.05
10996,Haryana,Karnal,Dhumsi,77.2995,30.1727,2023,7.74,799,0,244,36,1.2,218,6,0,320,40,54,74,7,0.03,0.81,31.73
10997,Haryana,Karnal,Indri,77.0558,29.8797,2023,7.63,818,0,281,85,1,92,25,0,370,76,44,44,6,0.03,0.68,32.24
10998,Haryana,Karnal,Islamnagar,77.1125,29.925,2023,7.92,868,0,427,28,0.5,122,0,0,310,64,36,95,7,5.91,2.98,40.93
10999,Haryana,Karnal,Kalri Jagir,77.1333,29.9139,2023,7.8,350,0,207,43,0.36,22,1,0,220,36,32,15,4,0.33,1.24,6.65
11000,Haryana,Karnal,Muradgarh,77.0778,29.8621,2023,8.24,557,0,232,50,1.3,32,2,0,220,48,24,35,5,0.03,0.86,17.93
11001,Haryana,Karnal,Bara Gaon,77.066,29.7562,2023,8.23,442,0,195,50,0.62,45,1,0,120,12,22,74,2,0.15,3.07,7.48
11002,Haryana,Karnal,Kairwali,77.0417,29.6222,2023,7.94,456,0,183,71,1.6,15,0,0,210,20,85,27,4,0.01,0.68,9.23
11003,Haryana,Karnal,Karnal Cssri,76.95,29.683,2023,7.99,830,0,464,57,1.2,0,9,0,260,40,39,96,8,0.02,0.71,26.44
11004,Haryana,Karnal,Mohidinpur,77.0772,29.6489,2023,7.96,530,0,268,50,1.5,0,0,0,240,48,29,25,5,0.02,0.74,12.57
11005,Haryana,Karnal,Ranwar,77.0204,29.644,2023,7.93,476,0,244,50,1.3,10,1,0,220,40,29,28,5,0.05,0.72,10.89
11006,Haryana,Karnal,Salarpur,77.0902,29.7859,2023,7.62,737,0,366,36,2,55,5,0,290,32,51,56,7,0.02,0.59,25.01
11007,Haryana,Karnal,Sangoi,77.0297,29.7839,2023,8.5,494,36,244,50,1.5,0,4,0,190,24,32,65,6,0.01,0.49,21.09
11008,Haryana,Karnal,Shekhpura,77.0167,29.7167,2023,7.68,650,0,281,43,0.52,24,0,0,205,36,28,50,4,0.03,1.86,23.23
11009,Haryana,Karnal,Chorpura,77.1167,29.7833,2023,8.42,500,24,220,36,0.9,0,0,0,120,24,15,70,3,0.15,3.42,5.72
11010,Haryana,Karnal,Jaroli Khurd,77.1147,29.7467,2023,7.64,492,0,244,36,0.65,68,0,0,230,40,32,42,4,0.11,2.74,9.81
11011,Haryana,Karnal,Nalvi Kalan,77.0981,29.7008,2023,7.8,1208,0,488,64,0.59,190,12,0,500,36,100,91,6,0.04,0.77,38.84
11012,Haryana,Karnal,Newal,77.0467,29.7239,2023,8.06,1301,0,573,107,0.68,12,27,0,360,64,49,135,7,0.03,0.72,44.73
11013,Haryana,Karnal,Randoli,77.1362,29.8348,2023,7.76,539,0,110,50,0.39,195,0,0,260,36,41,47,5,0.06,1.1,21.41
11014,Haryana,Karnal,Kurlan,76.75,29.55,2023,8.23,791,0,329,64,1.3,93,0,0,110,32,7,163,2,0.04,2.58,17.2
11015,Haryana,Karnal,Amargarh,76.9874,29.8497,2023,8.39,939,42,500,50,1.8,5,15,0,420,32,83,66,10,0.02,0.41,50.7
11016,Haryana,Karnal,Amin,76.879,29.9037,2023,7.81,604,0,305,57,0.68,93,1,0,320,64,39,49,6,0.13,0.64,24.64
11017,Haryana,Karnal,Gholpura,76.7904,29.8255,2023,7.9,876,0,390,107,0.58,52,14,0,360,48,58,79,8,0.1,0.36,32.52
11018,Haryana,Karnal,Karsadod,76.7096,29.8435,2023,8.12,1142,0,512,128,1.1,0,11,0,360,24,73,111,9,0.06,0.67,41.32
11019,Haryana,Karnal,Majra Roran,76.7292,29.7875,2023,7.92,906,0,366,71,0.8,205,9,0,400,32,78,101,7,0.02,0.71,52.05
11020,Haryana,Karnal,Nilokheri,76.9309,29.8551,2023,8.05,865,0,390,92,1.7,50,6,0,380,28,75,59,6,0.2,0.73,39.55
11021,Haryana,Karnal,Smana Bahu,76.9134,29.9022,2023,7.85,1277,0,488,149,0.95,15,36,0,370,32,71,100,59,0.11,0.69,30.96
11022,Haryana,Karnal,Sohlo,76.859,29.8269,2023,8.09,762,0,342,64,1.1,20,7,0,190,28,29,94,6,0.03,0.86,27.59
11023,Haryana,Karnal,Sonkra,76.88,29.7847,2023,7.68,1046,0,610,71,9.7,50,12,0,300,28,56,177,6,0.06,0.62,42.17
11024,Haryana,Karnal,Nissing,76.7932,29.6864,2023,7.84,1348,0,647,107,1.1,0,13,0.2,490,56,85,86,14,0.1,1.38,43.55
11025,Haryana,Karnal,Amupur Chakda,76.7414,29.7739,2023,7.51,2800,0,439,348,0.48,535,26,0,910,184,109,232,16,0.14,0.55,39.12
11026,Haryana,Karnal,Gonder,76.74,29.65,2023,7.91,644,0,293,50,0.75,93,2,0,170,48,12,110,3,0.31,7.38,8.4
11027,Haryana,Karnal,Jundla,76.875,29.65,2023,7.85,1203,0,671,57,3.5,110,17,0,350,28,68,188,10,0.02,0.49,44.43
11028,Haryana,Karnal,Sambhli,76.7914,29.7725,2023,8.12,833,0,561,43,1.4,9,9,0,270,80,17,120,8,0.16,0.85,28.77
11029,Haryana,Karnal,Hathlana,76.8455,29.6812,2023,7.79,843,0,573,64,1.8,0,8,0,330,48,51,110,7,0.03,0.49,37.36
11030,Haryana,Kurukshetra,Berthala,76.98,30.13,2023,7.94,500,0,293,50,0.36,25,0,0,180,24,29,72,4,0.06,1.24,9.7
11031,Haryana,Kurukshetra,Buhawa,76.9855,30.1477,2023,7.82,784,0,451,36,0.08,65,0,0,350,32,66,63,5,0.05,0.89,26.9
11033,Haryana,Kurukshetra,Ramsaran Majra,76.9975,30.0806,2023,8.09,525,0,268,50,0.47,65,1,0,240,24,44,54,6,0.06,0.98,14
11034,Haryana,Kurukshetra,Bachki,76.69,30.04,2023,7.72,611,0,305,50,0.54,72,5,0,270,40,41,59,6,0.48,1.05,26.04
11035,Haryana,Kurukshetra,Kirmach,76.7874,29.899,2023,7.89,1160,0,488,128,0.57,12,12,0,260,36,41,145,23,0.03,0.7,34.92
11036,Haryana,Kurukshetra,Pabnawa,76.6582,29.8946,2023,7.82,1189,0,610,71,1.5,12,17,0,200,36,27,195,7,0.02,0.84,40.2
11037,Haryana,Kurukshetra,Salpani Khurd,76.7794,30.0766,2023,7.73,857,0,403,85,0.53,60,11,0,350,80,36,77,7,0.35,0.47,29.94
11038,Haryana,Kurukshetra,Shadipur Shahabad,76.8485,30.022,2023,7.71,815,0,281,43,0.45,110,111,0,350,80,36,64,7,0.48,0.77,23.87
11039,Haryana,Kurukshetra,Thanesar,76.8178,29.954,2023,8.02,494,0,232,43,0.39,85,1,0,260,36,41,37,4,0.02,1.08,9.4
11040,Haryana,Kurukshetra,Ban,77.07,29.99,2023,7.57,1100,0,598,92,0.75,0,22,0,370,88,36,119,11,0.04,0.55,90.65
11041,Haryana,Kurukshetra,Baronda,77.06,29.96,2023,7.91,750,0,415,50,0.88,0,3,0,210,40,27,95,7,0.05,0.72,15.07
11042,Haryana,Kurukshetra,Bhartauli,77.0513,30.0884,2023,7.91,607,0,342,57,0.63,20,2,0,290,60,34,41,7,0.11,0.91,21.8
11043,Haryana,Kurukshetra,Dabkhera,76.78,29.98,2023,7.98,835,0,390,43,0.2,157,8,0,450,40,85,43,9,0.51,0.78,24.87
11044,Haryana,Kurukshetra,Bodhni,76.56,30.05,2023,8.09,660,0,403,28,0.85,0,0,0,130,20,19,111,4,0.01,2.85,19.74
11045,Haryana,Kurukshetra,Chhajupur,76.6374,30.0156,2023,8.04,824,0,305,71,0.92,100,3,0,120,20,17,157,3,0.08,2.03,14.46
11046,Haryana,Kurukshetra,Isaque,76.4917,30.0167,2023,8.04,1456,0,756,99,1.2,0,13,0,300,40,49,215,9,0.06,1.86,33.94
11047,Haryana,Kurukshetra,Megha Majra,76.7114,30.0906,2023,8.42,571,12,207,85,0.42,0,1,0,50,20,0,122,1,0,0.01,0
11048,Haryana,Kurukshetra,Pehowa,76.58,29.98,2023,7.68,717,0,415,36,0.63,82,1,0,450,20,97,12,6,0.02,0.82,30.05
11049,Haryana,Kurukshetra,Sandholi,76.6285,29.9571,2023,7.95,943,0,488,57,0.52,105,11,0,400,40,73,89,7,0.81,0.66,34.92
11050,Haryana,Kurukshetra,Thana,76.5083,29.9083,2023,8.21,943,0,427,71,0.58,122,14,0,330,20,68,119,6,0,0.79,37.03
11051,Haryana,Kurukshetra,Charhuni Jattan,76.8749,30.942,2023,8.17,445,0,244,43,0.39,30,1,0,110,20,15,85,3,0.09,2.95,8.66
11052,Haryana,Kurukshetra,Jandheri Part,76.9078,30.1483,2023,8.04,928,0,427,71,0.53,82,1,0,370,48,61,76,6,0.07,0.99,48.37
11053,Haryana,Kurukshetra,Jharauli Khurd,76.7878,30.1472,2023,7.67,1106,0,573,57,0.75,112,2,0,440,48,78,103,9,0.1,1.3,53.36
11054,Haryana,Kurukshetra,Kumhar Mazra,76.6581,30.1431,2023,7.95,804,0,427,43,0.72,98,3,0,310,40,51,94,5,0.02,0.59,33.09
11055,Haryana,Kurukshetra,Samalkhi,76.8333,30.2319,2023,7.91,637,0,305,43,0.55,78,0,0,230,56,22,75,4,0.18,1.29,12.55
11056,Haryana,Kurukshetra,Shahbad,76.8667,30.1667,2023,7.94,1034,0,366,178,0.43,15,23,0,300,60,36,130,5,0.03,0.83,29.58
11057,Haryana,Kurukshetra,Shanti Nagar,76.7249,30.1492,2023,8.09,516,0,256,50,0.93,58,0,0,250,64,22,42,5,0.01,1.24,16.05
11058,Haryana,Kurukshetra,Hathira,76.7442,29.8903,2023,7.71,767,0,415,36,0.85,40,9,0,280,40,44,72,6,0.06,0.96,29.87
11059,Haryana,Kurukshetra,Kaulapur,76.8958,30.025,2023,8.09,504,0,256,28,0.12,40,0,0,150,24,22,63,5,0.66,1.21,14.99
11060,Haryana,Kurukshetra,Malikpur,76.6333,30.0458,2023,7.83,608,0,366,57,0.09,22,5,0,250,36,39,72,6,0,1.03,24.03
11061,Haryana,Kurukshetra,Mathana,76.9667,29.9833,2023,7.78,494,0,293,43,0.75,50,0,0,270,32,46,38,5,0.04,1.37,13.68
11062,Haryana,Kurukshetra,Santokhpur,76.725,30.0292,2023,7.79,816,0,366,114,0.57,52,22,0,380,56,58,69,8,0.08,0.74,18.73
11063,Haryana,Kurukshetra,Sirsala,76.9308,30.0174,2023,7.73,962,0,439,57,0.6,120,22,0,370,40,66,96,8,0.51,0.65,39.24
11064,Haryana,Kurukshetra,Umri,76.9167,29.9167,2023,7.41,1213,0,464,156,0.45,112,1,0,600,100,85,53,7,0.33,0.54,57.98
11065,Haryana,Mahendragarh,Silarpur,76.2198,28.1542,2023,8.41,578,31,219,50,3.12,0,3,0,100,16,15,98,2,0,0.19,4.03
11066,Haryana,Mahendragarh,Karira,76.3347,28.3366,2023,8.61,1451,61,359,291,0.64,21,27,0,180,28,27,298,3,0,0.55,4.9
11067,Haryana,Mahendragarh,Nangal,76.2604,28.0914,2023,7.77,2341,0,359,574,0.31,43,24,0,701,84,119,228,6,0.01,0.15,6.32
11068,Haryana,Mahendragarh,Ratta Kalan,76.2867,28.1894,2023,8.41,1284,48,366,192,0.7,0,30,0,290,60,34,172,3,0.01,0.27,3.78
11069,Haryana,Mahendragarh,Unhanhi,76.3347,28.327,2023,8.44,1284,46,344,227,1.1,0,20,0,120,24,15,257,2,0,0.62,5.06
11070,Haryana,Mahendragarh,Akbarpur,76.128,27.946,2023,8.24,855,0,359,128,1.41,0,6,0,230,36,34,112,4,0.01,0.87,9.19
11071,Haryana,Mahendragarh,Buchawas,76.2167,28.3,2023,8.13,304,0,146,36,0.44,0,2,0,120,36,7,24,4,0,0.74,0.43
11072,Haryana,Mahendragarh,Deroli Ahir,76.1564,28.1733,2023,8.44,830,48,378,36,2.2,0,12,0,210,32,32,120,1,0,0.4,4.89
11073,Haryana,Mahendragarh,Jant,76.1624,28.364,2023,8.07,3382,0,328,993,0.55,52,33,0,390,88,41,610,9,0,0.09,5.68
11074,Haryana,Mahendragarh,Jasawas,76.1697,28.2331,2023,8.03,1700,0,451,320,1.4,0,9,0,270,52,34,260,3,0,0.31,4.89
11075,Haryana,Mahendragarh,Khatodra,76.0897,28.2822,2023,8.1,5350,0,344,1443,0.96,306,71,0,831,144,114,897,15,0.01,0.11,11.46
11076,Haryana,Mahendragarh,Kheri Talwana,76.2333,28.3761,2023,8.39,1502,36,354,220,1.8,84,1,0,350,40,61,198,2,0,0.27,5.98
11077,Haryana,Mahendragarh,Mandalana,76.054,28.111,2023,8.12,3240,0,515,808,4.01,61,34,0,430,56,71,545,6,0,1.41,25.64
11078,Haryana,Mahendragarh,Mondgarh,76.0332,28.308,2023,8.38,854,31,156,135,0.25,15,37,0,320,88,24,40,10,0.01,0.71,1.93
11079,Haryana,Mahendragarh,Patharwa(Jawaharnagar),75.933,28.393,2023,8.41,783,46,266,106,0.91,0,16,0,110,16,17,152,3,0,0.42,2.57
11080,Haryana,Mahendragarh,Satnali,75.9561,28.378,2023,8.54,844,46,234,135,0.85,0,35,0,100,16,15,169,3,0,0.52,2.72
11081,Haryana,Mahendragarh,Nangal,76.4083,28.3332,2023,8.03,650,0,289,64,0.46,0,34,0,160,26,23,95,2,0.01,0.15,6.32
11082,Haryana,Mahendragarh,Budwal,76.6462,27.89,2023,8.26,1209,0,328,255,1.61,17,25,0,230,68,15,210,4,0,0.41,2.35
11083,Haryana,Mahendragarh,Khanpur,76.0143,28.0032,2023,8.71,694,46,234,78,1.95,0,15,0,200,24,34,91,3,0.01,0.46,9.51
11084,Haryana,Mahendragarh,Bachhod,76.1937,28.0922,2023,8.24,2259,0,500,567,1.19,71,20,0,330,52,49,425,3,0,0.22,10.39
11085,Haryana,Mahendragarh,Baproli,76.0493,28.149,2023,8.6,875,61,281,121,2.51,0,1,0,140,28,17,162,4,0,1.15,10.38
11086,Haryana,Mahendragarh,Bichhoria,76.286,28.1489,2023,8.17,1411,0,344,284,0.41,0,81,0,330,52,49,186,5,0.01,0.48,4.33
11087,Haryana,Mahendragarh,Bigohpur,76.0489,27.935,2023,8.16,1102,0,391,206,2.11,0,11,0,350,64,46,109,10,0.01,0.83,15.96
11088,Haryana,Mahendragarh,Bsahirpur,76.0044,28.0059,2023,8.38,3221,61,500,808,2.08,27,39,0,470,80,66,545,9,0,0.15,23.1
11089,Haryana,Mahendragarh,Mehrampur,76.054,28.111,2023,8.04,668,0,156,163,0.89,0,30,0,270,48,36,46,2,0.01,0.59,2.81
11090,Haryana,Mahendragarh,Nangaldrgu,76.0462,27.89,2023,7.82,1781,0,297,454,1.02,41,31,0,450,80,61,216,4,0.01,0.47,27.36
11091,Haryana,Mahendragarh,Narnaul,76.1125,28.05,2023,7.62,4200,0,647,888,1,192,30,0,750,128,105,475,200,0,0.02,21.98
11092,Haryana,Mahendragarh,Nizampur,76.0129,27.976,2023,8.21,2201,0,312,674,1.43,0,1,0,470,84,63,321,6,0.01,0.1,28.26
11093,Haryana,Mewat,Hasanpur Bilonda,76.926,27.756,2023,8.24,1468,0,312,291,0.57,65,7,0,570,136,56,89,7,0.02,0.13,1.52
11094,Haryana,Mewat,Jhimrawat,77.071,27.887,2023,8.08,1568,0,312,327,0.52,0,79,0,560,92,80,114,4,0.01,0.17,4.22
11095,Haryana,Mewat,Mandikhera,76.9936,27.895,2023,8.38,1241,31,344,170,0.38,0,5,0,370,80,41,81,11,0,0.27,5.09
11097,Haryana,Mewat,Sukhburi,77.0814,27.9504,2023,8.52,1228,31,156,312,0.46,0,84,0,460,72,68,95,10,0.01,0.38,2.69
11098,Haryana,Mewat,Ferozpur Zirka,76.95,27.7917,2023,7.68,10280,0,469,3101,0.6,354,35,0,2451,323,400,1182,4,0.01,0.06,3.43
11099,Haryana,Mewat,Kuljatpur,77.024,27.879,2023,7.85,19780,0,328,4110,0.88,3041,7,0,4634,481,834,2200,21,0.02,0.03,11.71
11100,Haryana,Mewat,Nagina,77.0008,27.9169,2023,7.69,3316,0,547,753,1.07,121,34,0,764,123,111,435,9,0.01,1.18,20.58
11101,Haryana,Mewat,Akaira,77.0025,28.0116,2023,7.35,7784,0,281,2150,0.31,587,6,0,2970,862,198,445,34,0.06,0.14,1.55
11102,Haryana,Mewat,Kahrkhari,76.9914,28.21,2023,8.15,718,0,219,156,0.3,0,16,0,350,88,32,27,4,0.01,0.22,3.04
11103,Haryana,Mewat,Kheri Kankar,76.8806,28.2229,2023,8.03,5263,0,281,1621,0.97,91,27,0,1262,178,198,621,8,0.01,0.17,9.16
11104,Haryana,Mewat,Malab,77.0124,28.0404,2023,7.84,15740,0,622,4211,0.24,574,87,0,2802,236,537,1942,7,0,0.14,14.27
11105,Haryana,Mewat,Nuh,77.0042,28.1004,2023,8.21,332,0,141,26,0.67,0,4,0,138,38,10,7,5,0,1.84,0.48
11106,Haryana,Mewat,Phalaindi,77.1484,27.8844,2023,7.91,2530,0,203,730,0.64,30,81,0,781,104,126,201,87,0.01,0.27,3.14
11108,Haryana,Mewat,Tapkan,76.9935,28.1422,2023,8.62,1002,31,281,163,0.78,0,82,0,420,72,58,62,3,0.02,0.23,3.74
11109,Haryana,Mewat,(Buda) Dhudholi,77.217,27.829,2023,8.26,6238,0,687,1999,1.41,124,26,0,941,52,197,1127,7,0.01,0.02,33.92
11110,Haryana,Mewat,Bichhor,77.3034,27.843,2023,7.68,17390,0,534,4809,0.48,947,317,0,2802,236,537,2450,85,0.03,0.06,3.07
11111,Haryana,Mewat,Gulaltha,77.1792,27.9167,2023,7.75,5081,0,969,1206,1.27,124,29,0,1220,144,209,442,401,0,0.36,48.99
11112,Haryana,Mewat,Luhinga Kalan,77.1306,27.8335,2023,7.95,2184,0,344,536,0.89,39,19,0,658,123,85,208,7,0.01,0.1,7.16
11113,Haryana,Mewat,Sikarwa,77.1415,27.9508,2023,8.14,1578,0,625,198,1.54,17,27,0,467,55,80,164,21,0,0.31,14.82
11114,Haryana,Mewat,Punhana,77.22,27.886,2023,8.26,1430,0,312,383,0.6,0,13,0,460,96,54,165,8,0.01,1.47,5.21
11115,Haryana,Mewat,Sehsaula,77.0449,28.228,2023,8.24,740,0,328,70,1.09,0,17,0,265,72,21,58,4,0,0.37,4.44
11116,Haryana,Mewat,Didahra,76.956,28.2087,2023,8.15,2112,0,312,624,0.63,32,51,0,751,144,95,190,4,0,0.26,37.33
11118,Haryana,Mewat,Tauru,77.101,28.12,2023,8.24,836,0,328,128,0.38,0,25,0,270,72,22,96,3,0.01,0.14,5.37
11119,Haryana,Mewat,Indri,77.1003,28.1892,2023,7.64,7751,0,640,2118,0.44,284,33,0,1910,251,312,861,8,0.01,0.12,8.84
11120,Haryana,Palwal,Hassanpur,77.49,27.97,2023,7.75,2280,0,358,405,1.3,269,27,0,634,87,101,236,7,0.03,0.68,10.85
11121,Haryana,Palwal,Gharota,77.213,28.0705,2023,7.67,2676,0,391,419,0.95,361,45,0,695,79,121,308,7,0.03,0.25,10.62
11122,Haryana,Palwal,Hathin,77.2417,28.0458,2023,7.88,6997,0,398,738,0.62,1987,18,0,1247,224,167,1042,8,0.14,2.18,13.94
11123,Haryana,Palwal,Jaindapur,77.2052,28.2059,2023,7.89,3401,0,440,522,0.68,487,109,0,530,87,76,524,7,0.04,0.16,18.73
11124,Haryana,Palwal,Kalsara,77.278,28.0685,2023,7.74,2232,0,318,366,1.9,279,23,0,655,82,109,198,12,0.05,0.61,26.69
11125,Haryana,Palwal,Kondal,77.2674,28.0123,2023,7.58,4415,0,793,838,2.1,331,47,0,1109,116,199,492,15,0.05,0.2,15.5
11126,Haryana,Palwal,Kot,77.2292,27.9583,2023,7.36,9592,0,189,1974,0.77,1798,28,0,2347,540,243,1167,14,0.03,0.26,14.12
11127,Haryana,Palwal,Lakhnaka,77.1729,28.0198,2023,7.82,7972,0,479,1065,1,1958,39,0,1784,327,235,968,11,0.05,0.13,5.42
11128,Haryana,Palwal,Mandkola,77.1754,28.1321,2023,7.3,4218,0,474,652,0.87,537,289,0,785,82,141,581,38,0.05,0.3,9.84
11129,Haryana,Palwal,Acheja,77.4671,28.055,2023,7.7,1412,0,287,185,1.7,171,32,0,421,57,67,126,6,0.19,0.89,14.29
11130,Haryana,Palwal,Bamnikhera,77.3417,28.0625,2023,7.6,1642,0,410,245,2.1,121,22,0,465,68,72,138,35,0.25,0.5,35.74
11131,Haryana,Palwal,Dighaut,77.375,28.0375,2023,7.8,3410,0,514,467,1.2,587,31,0,719,134,93,469,21,0.02,0.75,33.18
11132,Haryana,Palwal,Hodal,77.35,27.8833,2023,7.69,1410,0,201,297,1.2,67,104,0,470,62,77,116,9,0.02,0.31,18.21
11134,Haryana,Palwal,Pirgarhi,77.4742,28.0311,2023,7.96,1859,0,248,297,2.3,289,18,0,475,54,83,221,5,0.14,0.36,9.76
11135,Haryana,Palwal,Tumsara,77.3409,28.007,2023,7.41,5749,0,476,901,0.64,1163,34,0,810,102,135,908,78,0.03,0.18,1.57
11136,Haryana,Palwal,Banswan,77.4475,27.9005,2023,7.87,1565,0,326,284,0.65,117,15,0,490,56,85,147,1,0.04,0.56,16.67
11137,Haryana,Palwal,Lohina,77.3119,27.9448,2023,7.14,7366,0,583,1476,1.2,1089,9,0,1647,210,273,914,29,0.08,0.18,6.26
11138,Haryana,Palwal,Badoli,77.4332,28.0693,2023,7.73,1754,0,268,384,0.81,97,10,0,525,28,111,167,1,1.22,0.28,12.78
11140,Haryana,Palwal,Bela,77.4264,28.0203,2023,8.2,2714,0,510,412,2.8,339,18,0,764,88,132,268,2,0.01,1.2,14.61
11141,Haryana,Palwal,Jawan,77.3942,28.235,2023,7.73,1349,0,317,185,1.1,171,5,0,376,20,79,134,12,2.04,0.75,8.94
11142,Haryana,Palwal,Kashipur,77.4995,28.0101,2023,7.45,1171,0,416,123,2.2,64,20,0,379,64,53,91,4,0.29,0.29,16.56
11143,Haryana,Palwal,Kulina,77.4491,28.199,2023,7.79,1684,0,354,363,1.1,37,20,0,430,88,51,202,1,0.03,1.11,13.27
11144,Haryana,Palwal,Palwal,77.3238,28.1532,2023,7.82,2251,0,383,263,1.7,412,35,0,565,68,96,267,8,0.05,1.16,22.02
11145,Haryana,Palwal,Pehladpur,77.4699,28.1365,2023,7.7,1325,0,396,145,0.72,128,11,0,390,61,58,125,19,3.71,0.24,4.96
11146,Haryana,Palwal,Pehrukha,77.4491,28.1956,2023,8.11,618,0,323,71,0.71,0,5,0,312,62,38,22,1,0.46,0.67,10.28
11147,Haryana,Palwal,Pelak,77.4048,28.1384,2023,7.56,2275,0,389,346,0.7,287,51,0,550,30,115,254,12,0.06,0.34,4.57
11148,Haryana,Palwal,Rasulpur,77.3982,28.0865,2023,7.6,1137,0,449,71,0.81,29,111,0,395,42,71,78,4,0.03,0.66,20.57
11149,Haryana,Palwal,Theraka,77.3845,28.1277,2023,7,4502,0,483,710,0.67,810,58,0,725,130,97,694,60,0.08,0.2,4.63
11150,Haryana,Panchkula,Asherewali,76.9455,30.6687,2023,8.29,595,0,322,28,0.81,0,26,0,240,49,28,37,3,0.02,0.16,2.36
11151,Haryana,Panchkula,Bataur,76.95,30.553,2023,7.95,652,0,232,85,0.81,13,12,0,250,40,36,38,6,0.02,0.25,5.46
11152,Haryana,Panchkula,Batwal,76.9918,30.5905,2023,8.02,3331,0,891,510,1.6,178,95,0,681,96,107,475,12,0.02,0.51,16.49
